citizenId,name,gender,dob,occupation,incomeCategory,mobile
C01573,Citizen_1573,M,1970-03-02,Student,Low,9000001572
C01574,Citizen_1574,M,2002-09-14,Business Owner,High,9000001573
C01575,Citizen_1575,F,2001-03-10,Student,High,9000001574
C01576,Citizen_1576,M,2001-02-10,Student,Middle,9000001575
C01577,Citizen_1577,F,2008-01-23,Retired,Low,9000001576
C01578,Citizen_1578,F,1971-04-18,Unemployed,Middle,9000001577
C01579,Citizen_1579,F,1990-04-18,Private Employee,Low,9000001578
C01580,Citizen_1580,F,1977-07-25,Agricultural Labour,High,9000001579
C01581,Citizen_1581,M,2006-11-22,Retired,Middle,9000001580
C01582,Citizen_1582,F,1984-09-05,Unemployed,High,9000001581
C01583,Citizen_1583,F,2005-03-27,Private Employee,Middle,9000001582
C01584,Citizen_1584,M,1991-12-02,Student,High,9000001583
C01585,Citizen_1585,M,1985-11-06,Government Employee,Middle,9000001584
C01586,Citizen_1586,M,2004-05-01,Student,Middle,9000001585
C01587,Citizen_1587,F,2006-10-11,Retired,High,9000001586
C01588,Citizen_1588,M,1961-11-04,Private Employee,Middle,9000001587
C01589,Citizen_1589,M,2009-12-11,Student,Middle,9000001588
C01590,Citizen_1590,F,1971-09-13,Retired,High,9000001589
C01591,Citizen_1591,F,1972-03-12,Business Owner,Low,9000001590
C01592,Citizen_1592,M,2000-03-22,Business Owner,Middle,9000001591
C01593,Citizen_1593,M,1972-09-19,Agricultural Labour,Middle,9000001592
C01594,Citizen_1594,F,1970-05-03,Student,Low,9000001593
C01595,Citizen_1595,F,2006-08-06,Student,Middle,9000001594
C01596,Citizen_1596,M,1996-03-13,Government Employee,High,9000001595
C01597,Citizen_1597,M,1981-09-20,Student,Low,9000001596
C01598,Citizen_1598,M,1992-02-18,Unemployed,Middle,9000001597
C01599,Citizen_1599,F,1961-11-16,Business Owner,Middle,9000001598
C01600,Citizen_1600,F,1961-10-11,Retired,High,9000001599
C01601,Citizen_1601,F,1976-04-01,Government Employee,Middle,9000001600
C01602,Citizen_1602,M,2003-09-27,Agricultural Labour,Low,9000001601
C01603,Citizen_1603,F,1998-08-06,Farmer,Low,9000001602
C01604,Citizen_1604,F,1997-04-09,Farmer,Low,9000001603
C01605,Citizen_1605,F,1973-07-10,Agricultural Labour,Middle,9000001604
C01606,Citizen_1606,F,1989-02-11,Student,Low,9000001605
C01607,Citizen_1607,M,1973-12-06,Student,High,9000001606
C01608,Citizen_1608,M,1986-08-24,Agricultural Labour,Low,9000001607
C01609,Citizen_1609,F,1988-06-02,Farmer,High,9000001608
C01610,Citizen_1610,F,1969-12-28,Agricultural Labour,Middle,9000001609
C01611,Citizen_1611,M,1962-06-06,Retired,Middle,9000001610
C01612,Citizen_1612,M,2004-10-17,Retired,High,9000001611
C01613,Citizen_1613,M,1998-12-27,Private Employee,Middle,9000001612
C01614,Citizen_1614,M,1977-06-05,Government Employee,High,9000001613
C01615,Citizen_1615,F,1985-03-05,Student,High,9000001614
C01616,Citizen_1616,F,1986-01-11,Unemployed,Middle,9000001615
C01617,Citizen_1617,F,1977-05-28,Private Employee,Low,9000001616
C01618,Citizen_1618,F,2005-06-17,Student,High,9000001617
C01619,Citizen_1619,F,1994-11-11,Unemployed,Middle,9000001618
C01620,Citizen_1620,F,2010-12-27,Business Owner,Low,9000001619
C01621,Citizen_1621,M,1979-10-04,Agricultural Labour,High,9000001620
C01622,Citizen_1622,F,1981-01-05,Farmer,Low,9000001621
C01623,Citizen_1623,M,1969-05-12,Government Employee,High,9000001622
C01624,Citizen_1624,M,1964-04-05,Agricultural Labour,Middle,9000001623
C01625,Citizen_1625,F,1964-04-01,Student,Middle,9000001624
C01626,Citizen_1626,F,1962-09-07,Unemployed,High,9000001625
C01627,Citizen_1627,M,2003-02-10,Business Owner,Middle,9000001626
C01628,Citizen_1628,F,1984-10-20,Retired,Low,9000001627
C01629,Citizen_1629,F,2004-04-14,Retired,High,9000001628
C01630,Citizen_1630,F,2006-05-21,Unemployed,Low,9000001629
C01631,Citizen_1631,M,1968-06-28,Private Employee,Middle,9000001630
C01632,Citizen_1632,F,1973-02-17,Government Employee,Low,9000001631
C01633,Citizen_1633,M,2007-03-07,Agricultural Labour,Low,9000001632
C01634,Citizen_1634,M,1998-03-27,Farmer,High,9000001633
C01635,Citizen_1635,F,1999-02-02,Unemployed,High,9000001634
C01636,Citizen_1636,M,1965-09-08,Unemployed,Middle,9000001635
C01637,Citizen_1637,F,1970-04-23,Retired,Middle,9000001636
C01638,Citizen_1638,M,1994-03-25,Retired,Middle,9000001637
C01639,Citizen_1639,M,2002-08-06,Private Employee,Middle,9000001638
C01640,Citizen_1640,F,1989-06-09,Student,High,9000001639
C01641,Citizen_1641,F,1990-03-13,Private Employee,High,9000001640
C01642,Citizen_1642,M,1980-03-20,Agricultural Labour,High,9000001641
C01643,Citizen_1643,F,1984-11-18,Government Employee,High,9000001642
C01644,Citizen_1644,M,1985-01-18,Private Employee,High,9000001643
C01645,Citizen_1645,F,1967-11-16,Private Employee,Low,9000001644
C01646,Citizen_1646,F,2003-04-07,Retired,High,9000001645
C01647,Citizen_1647,M,1996-11-19,Private Employee,Low,9000001646
C01648,Citizen_1648,F,1971-03-05,Government Employee,High,9000001647
C01649,Citizen_1649,F,1970-02-24,Unemployed,Middle,9000001648
C01650,Citizen_1650,M,2000-05-08,Private Employee,Low,9000001649
C01651,Citizen_1651,M,1980-11-12,Government Employee,High,9000001650
C01652,Citizen_1652,M,1980-09-10,Business Owner,Middle,9000001651
C01653,Citizen_1653,M,1991-12-21,Retired,High,9000001652
C01654,Citizen_1654,F,1974-03-26,Unemployed,Middle,9000001653
C01655,Citizen_1655,M,1961-10-11,Business Owner,Middle,9000001654
C01656,Citizen_1656,F,1999-12-24,Agricultural Labour,Low,9000001655
C01657,Citizen_1657,F,1998-10-15,Farmer,Low,9000001656
C01658,Citizen_1658,M,1988-02-06,Farmer,Middle,9000001657
C01659,Citizen_1659,M,2002-10-15,Retired,High,9000001658
C01660,Citizen_1660,M,1973-08-23,Student,Low,9000001659
C01661,Citizen_1661,M,1968-03-01,Agricultural Labour,Low,9000001660
C01662,Citizen_1662,F,1985-12-26,Farmer,High,9000001661
C01663,Citizen_1663,M,1971-01-02,Business Owner,High,9000001662
C01664,Citizen_1664,F,1998-11-15,Retired,Middle,9000001663
C01665,Citizen_1665,M,2004-12-24,Student,High,9000001664
C01666,Citizen_1666,F,1971-04-21,Unemployed,Low,9000001665
C01667,Citizen_1667,M,1972-01-09,Business Owner,Low,9000001666
C01668,Citizen_1668,F,2001-02-27,Student,Low,9000001667
C01669,Citizen_1669,F,1964-06-27,Private Employee,Low,9000001668
C01670,Citizen_1670,M,1961-03-21,Private Employee,High,9000001669
C01671,Citizen_1671,F,2002-01-03,Business Owner,Low,9000001670
C01672,Citizen_1672,F,1977-11-28,Government Employee,Low,9000001671
C01673,Citizen_1673,M,1960-10-14,Retired,Low,9000001672
C01674,Citizen_1674,M,2003-10-16,Agricultural Labour,High,9000001673
C01675,Citizen_1675,M,1969-07-02,Private Employee,High,9000001674
C01676,Citizen_1676,M,1967-04-06,Agricultural Labour,High,9000001675
C01677,Citizen_1677,F,1986-08-25,Private Employee,Low,9000001676
C01678,Citizen_1678,M,1998-12-22,Agricultural Labour,Low,9000001677
C01679,Citizen_1679,M,1984-07-04,Private Employee,Low,9000001678
C01680,Citizen_1680,M,1967-10-24,Farmer,Middle,9000001679
C01681,Citizen_1681,M,2006-06-22,Retired,Low,9000001680
C01682,Citizen_1682,M,1999-12-24,Government Employee,Low,9000001681
C01683,Citizen_1683,F,1996-04-14,Unemployed,Middle,9000001682
C01684,Citizen_1684,M,1994-01-22,Private Employee,Middle,9000001683
C01685,Citizen_1685,F,2009-09-04,Private Employee,Middle,9000001684
C01686,Citizen_1686,M,1966-02-10,Farmer,High,9000001685
C01687,Citizen_1687,F,2000-09-05,Student,Low,9000001686
C01688,Citizen_1688,F,1968-03-20,Business Owner,Middle,9000001687
C01689,Citizen_1689,M,1961-10-07,Student,Middle,9000001688
C01690,Citizen_1690,F,2010-02-26,Farmer,Low,9000001689
C01691,Citizen_1691,F,1968-12-19,Retired,Low,9000001690
C01692,Citizen_1692,M,1974-08-04,Private Employee,Middle,9000001691
C01693,Citizen_1693,M,1987-06-18,Student,High,9000001692
C01694,Citizen_1694,F,1984-05-25,Private Employee,Low,9000001693
C01695,Citizen_1695,M,1976-02-24,Private Employee,Low,9000001694
C01696,Citizen_1696,M,1990-01-14,Agricultural Labour,Middle,9000001695
C01697,Citizen_1697,M,1990-04-18,Retired,Middle,9000001696
C01698,Citizen_1698,M,1970-10-20,Farmer,Middle,9000001697
C01699,Citizen_1699,M,1987-07-28,Farmer,Middle,9000001698
C01700,Citizen_1700,M,1968-03-28,Business Owner,High,9000001699
C01701,Citizen_1701,M,1981-06-09,Private Employee,High,9000001700
C01702,Citizen_1702,M,1974-12-23,Business Owner,Low,9000001701
C01703,Citizen_1703,M,1963-02-01,Student,Middle,9000001702
C01704,Citizen_1704,F,1996-11-15,Student,Middle,9000001703
C01705,Citizen_1705,F,1999-02-12,Retired,High,9000001704
C01706,Citizen_1706,F,1983-05-14,Private Employee,Low,9000001705
C01707,Citizen_1707,F,1990-02-05,Business Owner,Middle,9000001706
C01708,Citizen_1708,F,1960-02-02,Farmer,Low,9000001707
C01709,Citizen_1709,M,1962-04-01,Unemployed,High,9000001708
C01710,Citizen_1710,M,1966-08-13,Business Owner,Low,9000001709
C01711,Citizen_1711,F,1970-07-17,Farmer,High,9000001710
C01712,Citizen_1712,M,1993-02-26,Student,Middle,9000001711
C01713,Citizen_1713,M,1969-10-01,Agricultural Labour,Middle,9000001712
C01714,Citizen_1714,M,1989-02-07,Farmer,Middle,9000001713
C01715,Citizen_1715,F,1966-04-02,Retired,High,9000001714
C01716,Citizen_1716,M,1981-02-02,Business Owner,Middle,9000001715
C01717,Citizen_1717,F,1991-05-07,Unemployed,Low,9000001716
C01718,Citizen_1718,M,2005-04-01,Farmer,High,9000001717
C01719,Citizen_1719,F,1971-06-18,Student,Middle,9000001718
C01720,Citizen_1720,F,2005-07-20,Business Owner,Middle,9000001719
C01721,Citizen_1721,M,1973-02-18,Farmer,Middle,9000001720
C01722,Citizen_1722,M,2002-04-20,Unemployed,Low,9000001721
C01723,Citizen_1723,F,1976-07-13,Unemployed,Low,9000001722
C01724,Citizen_1724,M,1982-10-03,Government Employee,Low,9000001723
C01725,Citizen_1725,F,1961-01-02,Business Owner,Middle,9000001724
C01726,Citizen_1726,F,1987-02-10,Student,High,9000001725
C01727,Citizen_1727,M,2008-02-26,Agricultural Labour,Low,9000001726
C01728,Citizen_1728,F,1997-08-22,Retired,Low,9000001727
C01729,Citizen_1729,F,1962-01-24,Business Owner,High,9000001728
C01730,Citizen_1730,M,1994-09-03,Business Owner,High,9000001729
C01731,Citizen_1731,M,1980-04-22,Agricultural Labour,Middle,9000001730
C01732,Citizen_1732,M,1962-05-20,Farmer,High,9000001731
C01733,Citizen_1733,F,2001-10-27,Retired,Middle,9000001732
C01734,Citizen_1734,F,2000-04-21,Agricultural Labour,Low,9000001733
C01735,Citizen_1735,F,1997-08-22,Agricultural Labour,Middle,9000001734
C01736,Citizen_1736,F,1998-09-24,Business Owner,Low,9000001735
C01737,Citizen_1737,F,1984-02-05,Government Employee,Middle,9000001736
C01738,Citizen_1738,F,1963-08-16,Business Owner,Low,9000001737
C01739,Citizen_1739,M,1971-06-14,Private Employee,Low,9000001738
C01740,Citizen_1740,F,1997-10-04,Retired,Low,9000001739
C01741,Citizen_1741,M,2005-05-06,Unemployed,High,9000001740
C01742,Citizen_1742,M,1961-04-15,Farmer,High,9000001741
C01743,Citizen_1743,F,1994-03-04,Agricultural Labour,Middle,9000001742
C01744,Citizen_1744,M,1970-11-22,Farmer,High,9000001743
C01745,Citizen_1745,F,1966-09-26,Agricultural Labour,Low,9000001744
C01746,Citizen_1746,F,2003-12-25,Retired,Low,9000001745
C01747,Citizen_1747,M,1965-08-01,Business Owner,High,9000001746
C01748,Citizen_1748,M,1964-09-13,Business Owner,Middle,9000001747
C01749,Citizen_1749,M,1970-02-15,Student,High,9000001748
C01750,Citizen_1750,M,1996-08-17,Student,Middle,9000001749
C01751,Citizen_1751,M,1994-03-02,Farmer,Middle,9000001750
C01752,Citizen_1752,M,1986-08-11,Retired,High,9000001751
C01753,Citizen_1753,M,1971-04-13,Agricultural Labour,Middle,9000001752
C01754,Citizen_1754,F,1965-11-22,Agricultural Labour,Low,9000001753
C01755,Citizen_1755,F,2003-10-09,Private Employee,High,9000001754
C01756,Citizen_1756,F,1995-09-05,Retired,High,9000001755
C01757,Citizen_1757,F,1997-11-28,Retired,High,9000001756
C01758,Citizen_1758,M,1977-01-19,Student,Low,9000001757
C01759,Citizen_1759,M,1976-02-26,Unemployed,Low,9000001758
C01760,Citizen_1760,F,1987-01-16,Government Employee,Low,9000001759
C01761,Citizen_1761,F,1978-11-26,Government Employee,Middle,9000001760
C01762,Citizen_1762,F,1982-02-25,Retired,High,9000001761
C01763,Citizen_1763,F,1971-05-21,Farmer,High,9000001762
C01764,Citizen_1764,F,2004-11-10,Unemployed,Middle,9000001763
C01765,Citizen_1765,M,2006-05-20,Unemployed,Low,9000001764
C01766,Citizen_1766,F,1988-09-10,Private Employee,Low,9000001765
C01767,Citizen_1767,F,1960-03-18,Student,Low,9000001766
C01768,Citizen_1768,F,1969-03-12,Government Employee,High,9000001767
C01769,Citizen_1769,F,1977-09-18,Private Employee,Low,9000001768
C01770,Citizen_1770,M,1977-09-13,Government Employee,High,9000001769
C01771,Citizen_1771,M,1987-03-09,Unemployed,Middle,9000001770
C01772,Citizen_1772,M,2008-09-15,Agricultural Labour,Middle,9000001771
C01773,Citizen_1773,M,1999-02-03,Business Owner,Low,9000001772
C01774,Citizen_1774,M,1967-10-25,Government Employee,Middle,9000001773
C01775,Citizen_1775,M,1973-12-14,Agricultural Labour,Low,9000001774
C01776,Citizen_1776,M,1990-12-14,Farmer,Middle,9000001775
C01777,Citizen_1777,M,1975-01-09,Student,High,9000001776
C01778,Citizen_1778,M,1985-06-25,Farmer,Low,9000001777
C01779,Citizen_1779,F,1977-05-16,Private Employee,Middle,9000001778
C01780,Citizen_1780,M,1999-02-14,Student,High,9000001779
C01781,Citizen_1781,M,1972-12-10,Business Owner,Low,9000001780
C01782,Citizen_1782,F,1985-02-16,Retired,High,9000001781
C01783,Citizen_1783,M,2009-09-05,Business Owner,High,9000001782
C01784,Citizen_1784,M,1994-09-24,Farmer,Middle,9000001783
C01785,Citizen_1785,F,1995-03-04,Business Owner,Low,9000001784
C01786,Citizen_1786,F,1977-07-17,Agricultural Labour,Low,9000001785
C01787,Citizen_1787,F,1999-03-13,Unemployed,Middle,9000001786
C01788,Citizen_1788,F,1999-11-18,Government Employee,High,9000001787
C01789,Citizen_1789,F,2004-10-18,Retired,Middle,9000001788
C01790,Citizen_1790,F,1996-05-23,Agricultural Labour,Middle,9000001789
C01791,Citizen_1791,F,1997-05-11,Farmer,Low,9000001790
C01792,Citizen_1792,M,1999-03-24,Private Employee,Low,9000001791
C01793,Citizen_1793,F,1983-04-23,Unemployed,High,9000001792
C01794,Citizen_1794,M,1982-02-03,Retired,Low,9000001793
C01795,Citizen_1795,F,2003-12-02,Government Employee,High,9000001794
C01796,Citizen_1796,F,1973-07-11,Government Employee,Middle,9000001795
C01797,Citizen_1797,M,1966-09-19,Business Owner,Middle,9000001796
C01798,Citizen_1798,F,1998-01-13,Retired,Low,9000001797
C01799,Citizen_1799,M,1961-10-21,Business Owner,Low,9000001798
C01800,Citizen_1800,F,1993-10-09,Private Employee,Low,9000001799
C01801,Citizen_1801,F,1984-07-22,Business Owner,High,9000001800
C01802,Citizen_1802,F,1987-08-14,Farmer,Middle,9000001801
C01803,Citizen_1803,F,1976-03-01,Business Owner,Middle,9000001802
C01804,Citizen_1804,F,1983-08-25,Retired,Middle,9000001803
C01805,Citizen_1805,M,1996-08-26,Business Owner,Middle,9000001804
C01806,Citizen_1806,M,1972-09-26,Farmer,Middle,9000001805
C01807,Citizen_1807,M,1975-06-09,Unemployed,Middle,9000001806
C01808,Citizen_1808,M,2000-03-25,Unemployed,Middle,9000001807
C01809,Citizen_1809,F,1963-02-13,Student,High,9000001808
C01810,Citizen_1810,F,1974-01-01,Unemployed,Low,9000001809
C01811,Citizen_1811,M,1967-03-05,Business Owner,Low,9000001810
C01812,Citizen_1812,F,1987-08-23,Retired,Middle,9000001811
C01813,Citizen_1813,F,1968-06-20,Agricultural Labour,Middle,9000001812
C01814,Citizen_1814,M,1966-02-06,Business Owner,High,9000001813
C01815,Citizen_1815,M,1965-06-28,Business Owner,High,9000001814
C01816,Citizen_1816,F,1963-01-25,Farmer,Low,9000001815
C01817,Citizen_1817,F,1997-09-13,Retired,High,9000001816
C01818,Citizen_1818,F,1995-03-07,Agricultural Labour,Low,9000001817
C01819,Citizen_1819,F,1988-01-26,Business Owner,Middle,9000001818
C01820,Citizen_1820,M,2005-07-26,Business Owner,Low,9000001819
C01821,Citizen_1821,F,1964-03-24,Agricultural Labour,Low,9000001820
C01822,Citizen_1822,M,1973-09-09,Government Employee,High,9000001821
C01823,Citizen_1823,F,1981-04-14,Student,High,9000001822
C01824,Citizen_1824,F,2008-09-02,Retired,High,9000001823
C01825,Citizen_1825,F,2000-03-12,Business Owner,High,9000001824
C01826,Citizen_1826,M,1979-03-04,Government Employee,High,9000001825
C01827,Citizen_1827,F,1976-06-26,Business Owner,Low,9000001826
C01828,Citizen_1828,M,2003-07-09,Business Owner,High,9000001827
C01829,Citizen_1829,F,1978-11-15,Student,High,9000001828
C01830,Citizen_1830,M,1972-02-04,Private Employee,Low,9000001829
C01831,Citizen_1831,M,2005-08-10,Retired,High,9000001830
C01832,Citizen_1832,M,1988-08-25,Unemployed,Low,9000001831
C01833,Citizen_1833,M,2002-05-21,Private Employee,Middle,9000001832
C01834,Citizen_1834,M,1961-04-28,Unemployed,High,9000001833
C01835,Citizen_1835,M,1964-08-12,Farmer,High,9000001834
C01836,Citizen_1836,M,1964-10-26,Unemployed,Low,9000001835
C01837,Citizen_1837,M,1976-06-23,Government Employee,Low,9000001836
C01838,Citizen_1838,F,1998-04-11,Private Employee,Middle,9000001837
C01839,Citizen_1839,M,1981-04-10,Farmer,Low,9000001838
C01840,Citizen_1840,M,1992-02-23,Unemployed,Middle,9000001839
C01841,Citizen_1841,F,1992-05-17,Agricultural Labour,Middle,9000001840
C01842,Citizen_1842,F,1971-05-09,Business Owner,High,9000001841
C01843,Citizen_1843,F,1976-05-14,Farmer,High,9000001842
C01844,Citizen_1844,M,1994-06-23,Agricultural Labour,Middle,9000001843
C01845,Citizen_1845,M,1988-12-26,Agricultural Labour,Low,9000001844
C01846,Citizen_1846,F,1975-11-20,Agricultural Labour,Low,9000001845
C01847,Citizen_1847,F,1992-09-22,Business Owner,High,9000001846
C01848,Citizen_1848,F,1999-10-19,Unemployed,High,9000001847
C01849,Citizen_1849,M,2008-12-20,Farmer,Middle,9000001848
C01850,Citizen_1850,F,1990-10-23,Private Employee,Middle,9000001849
C01851,Citizen_1851,M,1977-08-22,Private Employee,Middle,9000001850
C01852,Citizen_1852,F,1974-01-26,Agricultural Labour,High,9000001851
C01853,Citizen_1853,F,2005-05-06,Business Owner,Low,9000001852
C01854,Citizen_1854,M,1995-11-08,Retired,Low,9000001853
C01855,Citizen_1855,M,1975-10-26,Agricultural Labour,Low,9000001854
C01856,Citizen_1856,M,2001-11-18,Retired,Low,9000001855
C01857,Citizen_1857,F,1970-10-07,Private Employee,High,9000001856
C01858,Citizen_1858,M,2005-10-18,Government Employee,Low,9000001857
C01859,Citizen_1859,M,1967-01-27,Agricultural Labour,Low,9000001858
C01860,Citizen_1860,M,1974-03-01,Farmer,Low,9000001859
C01861,Citizen_1861,F,1989-07-13,Agricultural Labour,Low,9000001860
C01862,Citizen_1862,M,1992-11-20,Retired,High,9000001861
C01863,Citizen_1863,F,1967-01-18,Agricultural Labour,Middle,9000001862
C01864,Citizen_1864,M,1983-07-26,Agricultural Labour,Middle,9000001863
C01865,Citizen_1865,M,2006-04-18,Business Owner,Middle,9000001864
C01866,Citizen_1866,M,2001-02-19,Farmer,Middle,9000001865
C01867,Citizen_1867,F,1986-09-21,Private Employee,Low,9000001866
C01868,Citizen_1868,F,1979-07-28,Student,High,9000001867
C01869,Citizen_1869,M,1962-01-07,Farmer,Middle,9000001868
C01870,Citizen_1870,F,1971-01-12,Business Owner,Middle,9000001869
C01871,Citizen_1871,F,1988-02-11,Farmer,High,9000001870
C01872,Citizen_1872,M,1987-07-22,Unemployed,Middle,9000001871
C01873,Citizen_1873,F,1965-02-01,Unemployed,Middle,9000001872
C01874,Citizen_1874,F,1965-12-03,Government Employee,Middle,9000001873
C01875,Citizen_1875,M,1988-09-11,Agricultural Labour,Middle,9000001874
C01876,Citizen_1876,F,2009-10-16,Farmer,High,9000001875
C01877,Citizen_1877,M,1983-09-25,Government Employee,Middle,9000001876
C01878,Citizen_1878,F,1995-04-10,Private Employee,Middle,9000001877
C01879,Citizen_1879,F,1970-07-20,Retired,Low,9000001878
C01880,Citizen_1880,M,1994-07-18,Agricultural Labour,Middle,9000001879
C01881,Citizen_1881,F,2010-10-03,Student,Low,9000001880
C01882,Citizen_1882,F,1997-07-06,Student,Middle,9000001881
C01883,Citizen_1883,M,1996-08-13,Farmer,High,9000001882
C01884,Citizen_1884,M,1968-01-03,Private Employee,Middle,9000001883
C01885,Citizen_1885,F,1989-11-17,Private Employee,Middle,9000001884
C01886,Citizen_1886,M,1979-02-18,Farmer,High,9000001885
C01887,Citizen_1887,F,1968-02-26,Retired,Middle,9000001886
C01888,Citizen_1888,F,1992-06-04,Retired,Middle,9000001887
C01889,Citizen_1889,F,1978-12-03,Private Employee,Middle,9000001888
